Term of Loan in Years,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
05/25/2015,3.25,3.03,3.11,3.11,3.08,3.08,3.44,3.44,3.67,3.67,3.67,3.67,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90
06/01/2015,3.06,3.05,3.06,3.06,3.10,3.10,3.41,3.41,3.61,3.61,3.61,3.61,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
06/08/2015,2.96,3.03,3.13,3.13,3.16,3.16,3.51,3.51,3.73,3.73,3.73,3.73,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
06/15/2015,2.90,3.02,3.08,3.08,3.17,3.17,3.55,3.55,3.78,3.78,3.78,3.78,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09
06/22/2015,2.90,3.01,3.06,3.06,3.16,3.16,3.53,3.53,3.74,3.74,3.74,3.74,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06
06/29/2015,3.06,2.96,3.07,3.07,3.14,3.14,3.53,3.53,3.76,3.76,3.76,3.76,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08
07/06/2015,3.08,2.97,3.08,3.08,3.15,3.15,3.55,3.55,3.79,3.79,3.79,3.79,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13
07/13/2015,3.06,2.91,3.02,3.02,3.09,3.09,3.48,3.48,3.73,3.73,3.73,3.73,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09
07/20/2015,3.06,3.04,3.05,3.05,3.16,3.16,3.54,3.54,3.80,3.80,3.80,3.80,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14
07/27/2015,3.10,3.09,3.08,3.08,3.17,3.17,3.51,3.51,3.73,3.73,3.73,3.73,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09
08/03/2015,3.08,2.97,3.07,3.07,3.11,3.11,3.46,3.46,3.69,3.69,3.69,3.69,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03
08/10/2015,3.10,2.99,3.09,3.09,3.11,3.11,3.44,3.44,3.66,3.66,3.66,3.66,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96
08/17/2015,3.18,3.10,3.11,3.11,3.13,3.13,3.44,3.44,3.66,3.66,3.66,3.66,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99
08/24/2015,3.18,3.11,3.10,3.10,3.14,3.14,3.44,3.44,3.65,3.65,3.65,3.65,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98
08/31/2015,3.18,3.00,3.07,3.07,3.06,3.06,3.41,3.41,3.63,3.63,3.63,3.63,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89
09/07/2015,3.18,3.04,3.14,3.14,3.09,3.09,3.45,3.45,3.68,3.68,3.68,3.68,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94
09/14/2015,3.19,3.17,3.13,3.13,3.11,3.11,3.45,3.45,3.70,3.70,3.70,3.70,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95
09/21/2015,2.93,3.01,3.08,3.08,3.12,3.12,3.45,3.45,3.70,3.70,3.70,3.70,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96
09/28/2015,2.90,2.99,3.06,3.06,3.11,3.11,3.45,3.45,3.72,3.72,3.72,3.72,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
10/05/2015,2.90,2.97,3.00,3.00,3.07,3.07,3.40,3.40,3.67,3.67,3.67,3.67,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90
10/12/2015,2.92,3.01,3.01,3.01,3.04,3.04,3.39,3.39,3.68,3.68,3.68,3.68,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81
10/19/2015,2.91,3.01,3.01,3.01,3.04,3.04,3.37,3.37,3.66,3.66,3.66,3.66,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87
10/26/2015,2.99,3.10,3.07,3.07,3.05,3.05,3.39,3.39,3.65,3.65,3.65,3.65,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84
11/02/2015,2.91,3.03,3.01,3.01,3.05,3.05,3.38,3.38,3.62,3.62,3.62,3.62,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81
11/09/2015,2.99,3.10,3.11,3.11,3.12,3.12,3.44,3.44,3.67,3.67,3.67,3.67,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
11/16/2015,3.02,3.11,3.18,3.18,3.19,3.19,3.51,3.51,3.71,3.71,3.71,3.71,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03
11/23/2015,3.20,3.20,3.18,3.18,3.18,3.18,3.49,3.49,3.68,3.68,3.68,3.68,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
11/30/2015,3.15,3.22,3.22,3.22,3.21,3.21,3.51,3.51,3.69,3.69,3.69,3.69,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01
12/07/2015,3.17,3.24,3.22,3.22,3.19,3.19,3.48,3.48,3.66,3.66,3.66,3.66,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98
12/14/2015,3.01,3.01,3.15,3.15,3.23,3.23,3.53,3.53,3.71,3.71,3.71,3.71,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
12/21/2015,3.04,3.10,3.15,3.15,3.19,3.19,3.50,3.50,3.67,3.67,3.67,3.67,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
12/28/2015,3.05,3.14,3.19,3.19,3.22,3.22,3.51,3.51,3.67,3.67,3.67,3.67,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01
01/04/2016,3.05,3.20,3.22,3.22,3.24,3.24,3.52,3.52,3.67,3.67,3.67,3.67,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06
01/11/2016,3.14,3.04,3.19,3.19,3.29,3.29,3.61,3.61,3.72,3.72,3.72,3.72,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
01/18/2016,3.04,3.12,3.14,3.14,3.17,3.17,3.47,3.47,3.66,3.66,3.66,3.66,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97
01/25/2016,3.03,3.17,3.17,3.17,3.11,3.11,3.38,3.38,3.59,3.59,3.59,3.59,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86
02/01/2016,3.07,3.19,3.18,3.18,3.10,3.10,3.37,3.37,3.58,3.58,3.58,3.58,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84
02/08/2016,2.98,3.00,2.97,2.97,3.01,3.01,3.31,3.31,3.53,3.53,3.53,3.53,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
02/15/2016,2.94,2.94,2.91,2.91,2.99,2.99,3.27,3.27,3.49,3.49,3.49,3.49,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69
02/22/2016,3.03,3.03,2.99,2.99,3.01,3.01,3.27,3.27,3.48,3.48,3.48,3.48,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69
02/29/2016,2.96,2.97,2.97,2.97,2.99,2.99,3.23,3.23,3.42,3.42,3.42,3.42,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67
03/07/2016,2.98,2.97,2.97,2.97,3.04,3.04,3.30,3.30,3.46,3.46,3.46,3.46,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
03/14/2016,2.95,3.00,2.98,2.98,3.08,3.08,3.34,3.34,3.50,3.50,3.50,3.50,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72
03/21/2016,3.01,3.06,3.09,3.09,3.13,3.13,3.37,3.37,3.53,3.53,3.53,3.53,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
03/28/2016,2.99,3.03,3.05,3.05,3.09,3.09,3.35,3.35,3.52,3.52,3.52,3.52,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
04/04/2016,2.93,2.95,2.98,2.98,3.10,3.10,3.36,3.36,3.54,3.54,3.54,3.54,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
04/11/2016,2.94,2.93,2.94,2.94,3.02,3.02,3.28,3.28,3.49,3.49,3.49,3.49,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63
04/18/2016,2.89,2.92,2.89,2.89,3.00,3.00,3.28,3.28,3.48,3.48,3.48,3.48,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62
04/25/2016,3.08,3.04,2.96,2.96,3.01,3.01,3.27,3.27,3.46,3.46,3.46,3.46,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64
05/02/2016,3.09,3.07,2.99,2.99,3.06,3.06,3.32,3.32,3.51,3.51,3.51,3.51,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71
05/09/2016,3.10,3.05,2.95,2.95,3.00,3.00,3.27,3.27,3.47,3.47,3.47,3.47,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66
05/16/2016,3.09,3.02,2.93,2.93,2.98,2.98,3.24,3.24,3.45,3.45,3.45,3.45,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61
05/23/2016,3.10,3.06,2.98,2.98,3.00,3.00,3.23,3.23,3.38,3.38,3.38,3.38,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63
05/30/2016,3.12,3.09,3.01,3.01,3.07,3.07,3.29,3.29,3.44,3.44,3.44,3.44,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
06/06/2016,3.12,3.06,3.00,3.00,3.08,3.08,3.32,3.32,3.46,3.46,3.46,3.46,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70
06/13/2016,3.13,3.05,2.98,2.98,3.02,3.02,3.25,3.25,3.41,3.41,3.41,3.41,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64
06/20/2016,3.08,3.00,2.89,2.89,2.94,2.94,3.17,3.17,3.33,3.33,3.33,3.33,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58
06/27/2016,3.06,2.98,2.88,2.88,2.94,2.94,3.17,3.17,3.34,3.34,3.34,3.34,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61
07/04/2016,3.06,2.96,2.85,2.85,2.90,2.90,3.11,3.11,3.27,3.27,3.27,3.27,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52
07/11/2016,3.01,2.97,2.93,2.93,2.88,2.88,3.08,3.08,3.22,3.22,3.22,3.22,2.80,2.80,2.80,2.80,2.80,2.80,2.80,2.80,2.80,2.80,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
07/18/2016,3.11,3.07,2.95,2.95,2.92,2.92,3.12,3.12,3.25,3.25,3.25,3.25,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46
07/25/2016,3.09,3.03,3.02,3.02,2.98,2.98,3.19,3.19,3.33,3.33,3.33,3.33,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49
08/01/2016,3.11,3.08,3.05,3.05,2.98,2.98,3.19,3.19,3.32,3.32,3.32,3.32,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52
08/08/2016,2.94,2.96,2.93,2.93,2.93,2.93,3.16,3.16,3.31,3.31,3.31,3.31,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47
08/15/2016,3.35,3.18,3.02,3.02,2.94,2.94,3.16,3.16,3.29,3.29,3.29,3.29,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49
08/22/2016,3.03,3.00,2.91,2.91,2.92,2.92,3.14,3.14,3.25,3.25,3.25,3.25,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47
08/29/2016,3.11,3.06,2.95,2.95,2.91,2.91,3.13,3.13,3.24,3.24,3.24,3.24,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48
